filename,tsne_dim1,tsne_dim2
DB0-m2_o17_o24_f0_nbo.sym.31_repeat,-10.313341,6.8470836
DB0-m2_o17_o24_f0_nbo.sym.32_repeat,-53.58594,-55.478855
DB0-m2_o17_o24_f0_nbo.sym.34_repeat,-54.411636,-58.29605
DB0-m2_o17_o24_f0_nbo.sym.35_repeat,-53.29395,-61.851807
DB0-m2_o17_o24_f0_nbo.sym.36_repeat,-52.215733,-61.708782
DB0-m2_o17_o24_f0_nbo.sym.37_repeat,-52.500088,-61.21106
DB0-m2_o17_o24_f0_nbo.sym.38_repeat,-54.17241,-63.818546
DB0-m2_o17_o24_f0_nbo.sym.39_repeat,-50.4587,-55.595947
DB0-m2_o17_o24_f0_nbo.sym.4_repeat,-54.240215,-63.873566
DB0-m2_o17_o24_f0_nbo.sym.40_repeat,-50.781532,-59.765438
DB0-m2_o17_o24_f0_nbo.sym.41_repeat,-51.81222,-58.370167
DB0-m2_o17_o24_f0_nbo.sym.42_repeat,-41.921364,-51.49989
DB0-m2_o17_o24_f0_nbo.sym.43_repeat,-41.791386,-51.653275
DB0-m2_o17_o24_f0_nbo.sym.44_repeat,-53.795338,-58.101654
DB0-m2_o17_o24_f0_nbo.sym.45_repeat,-38.34452,-54.888313
DB0-m2_o17_o24_f0_nbo.sym.46_repeat,-53.548935,-59.356075
DB0-m2_o17_o24_f0_nbo.sym.47_repeat,-53.127674,-59.545662
DB0-m2_o17_o24_f0_nbo.sym.48_repeat,-54.214344,-58.432617
DB0-m2_o17_o24_f0_nbo.sym.49_repeat,-54.151424,-58.40527
DB0-m2_o17_o24_f0_nbo.sym.50_repeat,-53.20916,-61.622322
DB0-m2_o17_o24_f0_nbo.sym.51_repeat,-51.811096,-60.451588
DB0-m2_o17_o24_f0_nbo.sym.52_repeat,-50.826633,-60.210613
DB0-m2_o17_o24_f0_nbo.sym.54_repeat,-50.89898,-59.61877
DB0-m2_o17_o24_f0_nbo.sym.55_repeat,-51.8317,-58.28438
DB0-m2_o17_o24_f0_nbo.sym.56_repeat,-38.400677,-54.607162
DB0-m2_o17_o24_f0_nbo.sym.57_repeat,-52.84435,-63.052357
DB0-m2_o17_o24_f0_nbo.sym.58_repeat,-44.539436,-59.971493
DB0-m2_o17_o24_f0_nbo.sym.59_repeat,-50.74328,-60.77134
DB0-m2_o17_o24_f0_nbo.sym.6_repeat,-50.12577,-58.86191
DB0-m2_o17_o24_f0_nbo.sym.60_repeat,-42.931576,-61.090282
DB0-m2_o17_o24_f0_nbo.sym.61_repeat,-50.7996,-60.392384
DB0-m2_o17_o24_f0_nbo.sym.63_repeat,-50.64958,-59.31301
DB0-m2_o17_o24_f0_nbo.sym.64_repeat,-39.63597,-57.608585
DB0-m2_o17_o24_f0_nbo.sym.65_repeat,-39.49769,-58.21156
DB0-m2_o17_o24_f0_nbo.sym.67_repeat,-52.072136,-60.180096
DB0-m2_o17_o24_f0_nbo.sym.68_repeat,-50.62393,-61.475895
DB0-m2_o17_o24_f0_nbo.sym.69_repeat,-50.775143,-59.298187
DB0-m2_o17_o24_f0_nbo.sym.7_repeat,-40.542515,-57.298714
DB0-m2_o17_o24_f0_nbo.sym.71_repeat,-48.90726,-57.378536
DB0-m2_o17_o24_f0_nbo.sym.72_repeat,-52.631973,-61.846268
DB0-m2_o17_o24_f0_nbo.sym.73_repeat,-20.504305,-64.40122
DB0-m2_o17_o24_f0_nbo.sym.74_repeat,-53.486374,-61.575104
DB0-m2_o17_o24_f0_nbo.sym.75_repeat,-50.16702,-58.88038
DB0-m2_o17_o24_f0_nbo.sym.77_repeat,-51.342476,-61.02547
DB0-m2_o17_o24_f0_nbo.sym.78_repeat,-47.18871,-62.32342
DB0-m2_o17_o24_f0_nbo.sym.79_repeat,-50.727158,-60.914772
DB0-m2_o17_o24_f0_nbo.sym.80_repeat,-50.859467,-60.853657
DB0-m2_o17_o24_f0_nbo.sym.82_repeat,-52.461887,-63.189785
DB0-m2_o17_o24_f0_nbo.sym.84_repeat,-41.248337,-62.487392
DB0-m2_o17_o24_f0_nbo.sym.85_repeat,-41.755672,-62.1766
DB0-m2_o17_o24_f0_nbo.sym.86_repeat,-41.81922,-58.803825
DB0-m2_o17_o24_f0_nbo.sym.88_repeat,-54.436485,-62.65831
DB0-m2_o17_o24_f0_nbo.sym.9_repeat,-54.744534,-60.68577
DB0-m2_o17_o24_f0_nbo.sym.94_repeat,-32.650837,-58.052982
DB0-m2_o17_o24_f0_nbo.sym.95_repeat,-54.08146,-62.83092
DB0-m2_o17_o24_f0_nbo.sym.96_repeat,-52.21534,-59.410866
DB0-m2_o17_o24_f0_nbo.sym.98_repeat,-40.561012,-57.306107
DB0-m2_o17_o24_f0_nbo.sym.99_repeat,-39.678284,-57.155308
DB0-m2_o17_o24_f0_nbo_repeat,-53.09704,-62.2302
DB0-m2_o17_o25_f0_nbo.sym.1_repeat,-45.319054,-6.75203
DB0-m2_o17_o25_f0_nbo.sym.10_repeat,-32.88557,12.593442
DB0-m2_o17_o25_f0_nbo.sym.102_repeat,-43.350685,12.425239
DB0-m2_o17_o25_f0_nbo.sym.106_repeat,-43.069748,-6.352845
DB0-m2_o17_o25_f0_nbo.sym.108_repeat,-42.79689,-6.214415
DB0-m2_o17_o25_f0_nbo.sym.109_repeat,-26.217289,16.28349
DB0-m2_o17_o25_f0_nbo.sym.11_repeat,-43.260284,-6.801942
DB0-m2_o17_o25_f0_nbo.sym.110_repeat,-46.428455,12.130263
DB0-m2_o17_o25_f0_nbo.sym.111_repeat,-46.55544,12.109285
DB0-m2_o17_o25_f0_nbo.sym.113_repeat,-47.06539,-6.8388305
DB0-m2_o17_o25_f0_nbo.sym.115_repeat,-43.640476,12.493239
DB0-m2_o17_o25_f0_nbo.sym.117_repeat,-47.124577,-5.2429366
DB0-m2_o17_o25_f0_nbo.sym.118_repeat,-47.098904,-5.186431
DB0-m2_o17_o25_f0_nbo.sym.119_repeat,-46.975243,-5.3327975
DB0-m2_o17_o25_f0_nbo.sym.12_repeat,-49.557297,-8.932334
DB0-m2_o17_o25_f0_nbo.sym.120_repeat,-46.46444,-7.669927
DB0-m2_o17_o25_f0_nbo.sym.121_repeat,-46.815384,-8.04395
DB0-m2_o17_o25_f0_nbo.sym.122_repeat,-45.81488,-7.09116
DB0-m2_o17_o25_f0_nbo.sym.123_repeat,-49.60426,-8.999235
DB0-m2_o17_o25_f0_nbo.sym.124_repeat,-50.032475,9.540975
DB0-m2_o17_o25_f0_nbo.sym.125_repeat,-50.16725,9.520943
DB0-m2_o17_o25_f0_nbo.sym.126_repeat,-50.175014,9.565944
DB0-m2_o17_o25_f0_nbo.sym.127_repeat,-50.985733,8.704499
DB0-m2_o17_o25_f0_nbo.sym.128_repeat,-44.925545,8.840319
DB0-m2_o17_o25_f0_nbo.sym.129_repeat,-42.830612,3.6285515
DB0-m2_o17_o25_f0_nbo.sym.13_repeat,-49.342667,-8.916385
DB0-m2_o17_o25_f0_nbo.sym.132_repeat,-53.435986,-2.391284
DB0-m2_o17_o25_f0_nbo.sym.133_repeat,-53.388275,-2.4664216
DB0-m2_o17_o25_f0_nbo.sym.134_repeat,-45.471275,-6.9614363
DB0-m2_o17_o25_f0_nbo.sym.135_repeat,-48.0723,-9.3511715
DB0-m2_o17_o25_f0_nbo.sym.136_repeat,-45.418724,-6.845503
DB0-m2_o17_o25_f0_nbo.sym.137_repeat,-45.76775,-8.260157
DB0-m2_o17_o25_f0_nbo.sym.138_repeat,-48.935825,-7.8081594
DB0-m2_o17_o25_f0_nbo.sym.14_repeat,-47.250294,-8.592387
DB0-m2_o17_o25_f0_nbo.sym.140_repeat,-48.00312,-6.557681
DB0-m2_o17_o25_f0_nbo.sym.141_repeat,-43.739143,14.468112
DB0-m2_o17_o25_f0_nbo.sym.143_repeat,-46.34675,-6.283036
DB0-m2_o17_o25_f0_nbo.sym.144_repeat,-47.242756,-8.306877
DB0-m2_o17_o25_f0_nbo.sym.145_repeat,-46.374744,-7.558312
DB0-m2_o17_o25_f0_nbo.sym.147_repeat,-48.414738,-7.998225
DB0-m2_o17_o25_f0_nbo.sym.148_repeat,-46.270176,-6.078392
DB0-m2_o17_o25_f0_nbo.sym.15_repeat,-47.01416,-9.65184
DB0-m2_o17_o25_f0_nbo.sym.152_repeat,-44.99317,8.585989
DB0-m2_o17_o25_f0_nbo.sym.153_repeat,-45.094597,8.687545
DB0-m2_o17_o25_f0_nbo.sym.154_repeat,-46.743385,-6.3858633
DB0-m2_o17_o25_f0_nbo.sym.158_repeat,-63.050236,-5.1697383
DB0-m2_o17_o25_f0_nbo.sym.159_repeat,-63.021717,-5.1710534
DB0-m2_o17_o25_f0_nbo.sym.16_repeat,-47.04842,-9.657878
DB0-m2_o17_o25_f0_nbo.sym.160_repeat,-62.96062,-5.2011194
DB0-m2_o17_o25_f0_nbo.sym.161_repeat,-63.057648,-5.1645775
DB0-m2_o17_o25_f0_nbo.sym.162_repeat,-47.986195,-9.413767
DB0-m2_o17_o25_f0_nbo.sym.163_repeat,-47.54913,-9.226144
DB0-m2_o17_o25_f0_nbo.sym.164_repeat,-47.37545,-9.066044
DB0-m2_o17_o25_f0_nbo.sym.165_repeat,-48.320564,-9.494177
DB0-m2_o17_o25_f0_nbo.sym.166_repeat,-41.08521,40.776943
DB0-m2_o17_o25_f0_nbo.sym.167_repeat,-44.837757,8.813436
DB0-m2_o17_o25_f0_nbo.sym.168_repeat,-47.363983,-8.562247
DB0-m2_o17_o25_f0_nbo.sym.17_repeat,-45.36942,-6.8863616
DB0-m2_o17_o25_f0_nbo.sym.18_repeat,-48.486877,-1.4127728
DB0-m2_o17_o25_f0_nbo.sym.19_repeat,-45.960766,-6.5044622
DB0-m2_o17_o25_f0_nbo.sym.20_repeat,-46.670475,-5.9188924
DB0-m2_o17_o25_f0_nbo.sym.22_repeat,-46.887184,-7.6107855
DB0-m2_o17_o25_f0_nbo.sym.23_repeat,-45.662636,-7.8420973
DB0-m2_o17_o25_f0_nbo.sym.24_repeat,-43.832573,8.0489235
DB0-m2_o17_o25_f0_nbo.sym.25_repeat,-53.433357,-2.2601304
DB0-m2_o17_o25_f0_nbo.sym.26_repeat,-55.220963,-16.852343
DB0-m2_o17_o25_f0_nbo.sym.27_repeat,-46.19443,-10.354213
DB0-m2_o17_o25_f0_nbo.sym.28_repeat,-55.219402,-16.853617
DB0-m2_o17_o25_f0_nbo.sym.29_repeat,-46.144245,-10.310979
DB0-m2_o17_o25_f0_nbo.sym.3_repeat,-45.919178,-6.415718
DB0-m2_o17_o25_f0_nbo.sym.30_repeat,-24.60489,18.785229
DB0-m2_o17_o25_f0_nbo.sym.31_repeat,-25.943134,17.28449
DB0-m2_o17_o25_f0_nbo.sym.32_repeat,-43.46475,-6.5557194
DB0-m2_o17_o25_f0_nbo.sym.33_repeat,-43.859688,-6.635169
DB0-m2_o17_o25_f0_nbo.sym.34_repeat,-48.372833,-10.011359
DB0-m2_o17_o25_f0_nbo.sym.35_repeat,-45.398033,-6.865885
DB0-m2_o17_o25_f0_nbo.sym.36_repeat,-45.405407,-6.957644
DB0-m2_o17_o25_f0_nbo.sym.37_repeat,-61.872833,1.0307211
DB0-m2_o17_o25_f0_nbo.sym.38_repeat,-46.37171,-8.820906
DB0-m2_o17_o25_f0_nbo.sym.39_repeat,-61.901283,1.0438292
DB0-m2_o17_o25_f0_nbo.sym.4_repeat,-45.52653,-6.703055
DB0-m2_o17_o25_f0_nbo.sym.41_repeat,-44.63963,9.325297
DB0-m2_o17_o25_f0_nbo.sym.42_repeat,-46.35077,-7.215102
DB0-m2_o17_o25_f0_nbo.sym.43_repeat,-46.027016,-7.24981
DB0-m2_o17_o25_f0_nbo.sym.44_repeat,-44.80222,9.223999
DB0-m2_o17_o25_f0_nbo.sym.45_repeat,-45.90448,-6.8162656
DB0-m2_o17_o25_f0_nbo.sym.46_repeat,-47.990997,-8.7119
DB0-m2_o17_o25_f0_nbo.sym.47_repeat,-45.52041,13.974344
DB0-m2_o17_o25_f0_nbo.sym.48_repeat,-47.835457,-9.261676
DB0-m2_o17_o25_f0_nbo.sym.49_repeat,-47.424557,-8.792214
DB0-m2_o17_o25_f0_nbo.sym.50_repeat,-47.44095,-9.072907
DB0-m2_o17_o25_f0_nbo.sym.51_repeat,-46.94917,-6.188505
DB0-m2_o17_o25_f0_nbo.sym.53_repeat,-42.952747,13.640605
DB0-m2_o17_o25_f0_nbo.sym.54_repeat,-45.059986,9.787381
DB0-m2_o17_o25_f0_nbo.sym.55_repeat,-45.58499,-6.8683777
DB0-m2_o17_o25_f0_nbo.sym.56_repeat,-48.44017,-8.771806
DB0-m2_o17_o25_f0_nbo.sym.57_repeat,-47.71507,-8.488943
DB0-m2_o17_o25_f0_nbo.sym.58_repeat,-48.47965,-2.872518
DB0-m2_o17_o25_f0_nbo.sym.63_repeat,-43.003597,13.731394
DB0-m2_o17_o25_f0_nbo.sym.65_repeat,-46.927128,-7.000098
DB0-m2_o17_o25_f0_nbo.sym.67_repeat,-48.203495,-3.6274092
DB0-m2_o17_o25_f0_nbo.sym.68_repeat,-48.624306,-2.4549637
DB0-m2_o17_o25_f0_nbo.sym.69_repeat,-48.66709,-2.3185883
DB0-m2_o17_o25_f0_nbo.sym.70_repeat,-46.91854,-7.4920135
DB0-m2_o17_o25_f0_nbo.sym.71_repeat,-49.608337,-7.7051373
DB0-m2_o17_o25_f0_nbo.sym.73_repeat,-57.461487,-16.132648
DB0-m2_o17_o25_f0_nbo.sym.75_repeat,-57.40098,-16.156496
DB0-m2_o17_o25_f0_nbo.sym.77_repeat,-46.559338,-7.1545258
DB0-m2_o17_o25_f0_nbo.sym.78_repeat,-49.149677,-7.3714066
DB0-m2_o17_o25_f0_nbo.sym.79_repeat,-49.147366,-7.6395206
DB0-m2_o17_o25_f0_nbo.sym.8_repeat,-32.954037,13.309252
DB0-m2_o17_o25_f0_nbo.sym.80_repeat,-48.543583,-1.5717217
DB0-m2_o17_o25_f0_nbo.sym.81_repeat,-47.012684,-5.366586
DB0-m2_o17_o25_f0_nbo.sym.82_repeat,-47.152485,-4.740689
DB0-m2_o17_o25_f0_nbo.sym.83_repeat,-41.228878,7.2636847
DB0-m2_o17_o25_f0_nbo.sym.84_repeat,-45.884384,-6.945977
DB0-m2_o17_o25_f0_nbo.sym.85_repeat,-41.232,7.264615
DB0-m2_o17_o25_f0_nbo.sym.86_repeat,-41.248287,7.276435
DB0-m2_o17_o25_f0_nbo.sym.87_repeat,-46.754982,-5.8234596
DB0-m2_o17_o25_f0_nbo.sym.88_repeat,-46.70146,-5.3652697
DB0-m2_o17_o25_f0_nbo.sym.89_repeat,-48.50756,-1.6812688
DB0-m2_o17_o25_f0_nbo.sym.9_repeat,-33.03595,12.981395
DB0-m2_o17_o25_f0_nbo.sym.91_repeat,-44.210472,9.520112
DB0-m2_o17_o25_f0_nbo.sym.98_repeat,-48.274487,-8.645726
DB0-m2_o17_o25_f0_nbo.sym.99_repeat,-47.47573,-8.5828705
DB0-m2_o17_o27_f0_nbo.sym.10_repeat,-78.17381,13.43463
DB0-m2_o17_o27_f0_nbo.sym.104_repeat,-78.15024,0.750814
DB0-m2_o17_o27_f0_nbo.sym.105_repeat,-77.607155,36.915142
DB0-m2_o17_o27_f0_nbo.sym.109_repeat,-77.10923,33.03719
DB0-m2_o17_o27_f0_nbo.sym.11_repeat,-79.740425,23.458687
DB0-m2_o17_o27_f0_nbo.sym.111_repeat,-79.430214,21.093485
DB0-m2_o17_o27_f0_nbo.sym.115_repeat,-78.8172,20.308601
DB0-m2_o17_o27_f0_nbo.sym.12_repeat,-82.71383,16.186989
DB0-m2_o17_o27_f0_nbo.sym.121_repeat,-80.4234,17.256224
DB0-m2_o17_o27_f0_nbo.sym.122_repeat,-68.191696,-4.731223
DB0-m2_o17_o27_f0_nbo.sym.123_repeat,-71.376305,22.757166
DB0-m2_o17_o27_f0_nbo.sym.125_repeat,-80.891624,18.989988
DB0-m2_o17_o27_f0_nbo.sym.127_repeat,-80.48594,22.08947
DB0-m2_o17_o27_f0_nbo.sym.128_repeat,-73.30872,31.107733
DB0-m2_o17_o27_f0_nbo.sym.129_repeat,-80.729904,19.872726
DB0-m2_o17_o27_f0_nbo.sym.13_repeat,-81.19388,18.157158
DB0-m2_o17_o27_f0_nbo.sym.14_repeat,-81.061745,18.38225
DB0-m2_o17_o27_f0_nbo.sym.15_repeat,-80.2684,21.364351
DB0-m2_o17_o27_f0_nbo.sym.17_repeat,-79.04645,20.121164
DB0-m2_o17_o27_f0_nbo.sym.18_repeat,-75.27567,26.598984
DB0-m2_o17_o27_f0_nbo.sym.2_repeat,-81.1297,20.019056
DB0-m2_o17_o27_f0_nbo.sym.20_repeat,-63.44206,-14.423667
DB0-m2_o17_o27_f0_nbo.sym.21_repeat,-64.14197,-14.803422
DB0-m2_o17_o27_f0_nbo.sym.22_repeat,-63.531918,-14.350558
DB0-m2_o17_o27_f0_nbo.sym.25_repeat,-26.645445,19.239456
DB0-m2_o17_o27_f0_nbo.sym.26_repeat,-77.98615,0.8559462
DB0-m2_o17_o27_f0_nbo.sym.27_repeat,-78.048805,-1.1027616
DB0-m2_o17_o27_f0_nbo.sym.28_repeat,-80.88732,21.427168
DB0-m2_o17_o27_f0_nbo.sym.29_repeat,-81.09485,21.30571
DB0-m2_o17_o27_f0_nbo.sym.30_repeat,-85.864494,16.85853
DB0-m2_o17_o27_f0_nbo.sym.31_repeat,-81.29516,21.470627
DB0-m2_o17_o27_f0_nbo.sym.32_repeat,-73.511505,30.980865
DB0-m2_o17_o27_f0_nbo.sym.34_repeat,-80.29902,22.864752
DB0-m2_o17_o27_f0_nbo.sym.35_repeat,-81.08986,18.768906
DB0-m2_o17_o27_f0_nbo.sym.36_repeat,-78.175705,0.6971939
DB0-m2_o17_o27_f0_nbo.sym.4_repeat,-80.88685,19.026049
DB0-m2_o17_o27_f0_nbo.sym.52_repeat,-63.077484,-14.330114
DB0-m2_o17_o27_f0_nbo.sym.61_repeat,-79.63619,21.0315
DB0-m2_o17_o27_f0_nbo.sym.77_repeat,-31.258015,23.980972
DB0-m2_o17_o27_f0_nbo.sym.79_repeat,-27.746223,22.505526
DB0-m2_o17_o27_f0_nbo.sym.83_repeat,-80.90484,37.230732
DB0-m2_o17_o27_f0_nbo.sym.87_repeat,-80.215836,19.922226
DB0-m2_o17_o27_f0_nbo.sym.88_repeat,-78.74592,24.958284
DB0-m2_o17_o27_f0_nbo.sym.9_repeat,-35.262936,13.799954
DB0-m2_o17_o27_f0_nbo.sym.90_repeat,-80.455055,21.922016
DB0-m2_o17_o27_f0_nbo.sym.91_repeat,-80.84417,19.076603
DB0-m2_o17_o27_f0_nbo.sym.92_repeat,-80.44131,22.884554
DB0-m2_o17_o27_f0_nbo_repeat,-81.04144,18.370022
DB0-m2_o17_o28_f0_nbo.sym.1_repeat,-74.10303,-27.46677
DB0-m2_o17_o28_f0_nbo.sym.10_repeat,-72.66231,-30.35682
DB0-m2_o17_o28_f0_nbo.sym.102_repeat,-74.229454,-27.382166
DB0-m2_o17_o28_f0_nbo.sym.103_repeat,-74.42967,-28.01465
DB0-m2_o17_o28_f0_nbo.sym.11_repeat,-75.9533,-28.521826
DB0-m2_o17_o28_f0_nbo.sym.113_repeat,-78.9609,-28.008896
DB0-m2_o17_o28_f0_nbo.sym.12_repeat,-74.631386,-27.24729
DB0-m2_o17_o28_f0_nbo.sym.120_repeat,-75.055305,-26.739763
DB0-m2_o17_o28_f0_nbo.sym.121_repeat,-76.12444,-32.193127
DB0-m2_o17_o28_f0_nbo.sym.122_repeat,-73.99023,-27.325392
DB0-m2_o17_o28_f0_nbo.sym.123_repeat,-76.067276,-32.088837
DB0-m2_o17_o28_f0_nbo.sym.124_repeat,-76.12278,-32.179718
DB0-m2_o17_o28_f0_nbo.sym.125_repeat,-74.48546,-27.271841
DB0-m2_o17_o28_f0_nbo.sym.127_repeat,-77.9178,-28.034838
DB0-m2_o17_o28_f0_nbo.sym.13_repeat,-73.98414,-28.480747
DB0-m2_o17_o28_f0_nbo.sym.14_repeat,-74.035324,-28.426409
DB0-m2_o17_o28_f0_nbo.sym.16_repeat,-78.9234,-28.258957
DB0-m2_o17_o28_f0_nbo.sym.17_repeat,-76.62394,-28.453718
DB0-m2_o17_o28_f0_nbo.sym.18_repeat,-71.6485,-26.285831
DB0-m2_o17_o28_f0_nbo.sym.19_repeat,-72.075806,-26.236912
DB0-m2_o17_o28_f0_nbo.sym.2_repeat,-74.75945,-27.534822
DB0-m2_o17_o28_f0_nbo.sym.20_repeat,-71.86694,-26.184307
DB0-m2_o17_o28_f0_nbo.sym.21_repeat,-72.198524,-26.504263
DB0-m2_o17_o28_f0_nbo.sym.22_repeat,-71.490456,-40.92229
DB0-m2_o17_o28_f0_nbo.sym.23_repeat,-72.600914,-32.15625
DB0-m2_o17_o28_f0_nbo.sym.24_repeat,-72.72867,-31.92605
DB0-m2_o17_o28_f0_nbo.sym.25_repeat,-73.8994,-28.232985
DB0-m2_o17_o28_f0_nbo.sym.27_repeat,-74.382645,-28.737556
DB0-m2_o17_o28_f0_nbo.sym.28_repeat,-74.87825,-29.025814
DB0-m2_o17_o28_f0_nbo.sym.3_repeat,-75.26293,-27.55295
DB0-m2_o17_o28_f0_nbo.sym.30_repeat,-74.67416,-28.870464
DB0-m2_o17_o28_f0_nbo.sym.35_repeat,-77.78625,-28.548471
DB0-m2_o17_o28_f0_nbo.sym.37_repeat,-76.22219,-28.537828
DB0-m2_o17_o28_f0_nbo.sym.38_repeat,-74.2916,-27.306288
DB0-m2_o17_o28_f0_nbo.sym.4_repeat,-74.592896,-27.50738
DB0-m2_o17_o28_f0_nbo.sym.40_repeat,-74.04933,-28.251545
DB0-m2_o17_o28_f0_nbo.sym.43_repeat,-74.68692,-27.096806
DB0-m2_o17_o28_f0_nbo.sym.53_repeat,-77.395485,-26.594183
DB0-m2_o17_o28_f0_nbo.sym.58_repeat,-71.949425,-26.336819
DB0-m2_o17_o28_f0_nbo.sym.71_repeat,-77.85893,-28.077557
DB0-m2_o17_o28_f0_nbo.sym.77_repeat,-74.16814,-28.255293
DB0-m2_o17_o28_f0_nbo.sym.8_repeat,-73.078926,-29.580961
DB0-m2_o17_o28_f0_nbo.sym.81_repeat,-72.04317,-41.893166
DB0-m2_o17_o28_f0_nbo.sym.82_repeat,-71.86709,-34.325825
DB0-m2_o17_o28_f0_nbo.sym.9_repeat,-72.75579,-30.130003
DB0-m2_o17_o28_f0_nbo.sym.91_repeat,-76.97381,-27.995605
DB0-m2_o17_o28_f0_nbo.sym.92_repeat,-74.21454,-28.257397
DB0-m2_o17_o28_f0_nbo.sym.93_repeat,-74.7228,-27.529974
DB0-m2_o17_o28_f0_nbo.sym.94_repeat,-75.946205,-25.81394
DB0-m2_o17_o28_f0_nbo.sym.97_repeat,-77.97847,-29.326523
DB0-m2_o17_o28_f0_nbo.sym.99_repeat,-77.8029,-27.937506
DB0-m2_o17_o29_f0_nbo.sym.1_repeat,-90.686905,-48.64257
DB0-m2_o17_o29_f0_nbo.sym.10_repeat,-94.6433,-39.784985
DB0-m2_o17_o29_f0_nbo.sym.100_repeat,-94.42812,-39.706665
DB0-m2_o17_o29_f0_nbo.sym.105_repeat,-91.00969,-48.78402
DB0-m2_o17_o29_f0_nbo.sym.11_repeat,-91.08527,-48.738823
DB0-m2_o17_o29_f0_nbo.sym.111_repeat,-94.57324,-39.68535
DB0-m2_o17_o29_f0_nbo.sym.121_repeat,-91.06197,-48.829903
DB0-m2_o17_o29_f0_nbo.sym.122_repeat,-91.570404,-48.82578
DB0-m2_o17_o29_f0_nbo.sym.14_repeat,-90.78842,-48.833195
DB0-m2_o17_o29_f0_nbo.sym.16_repeat,-90.669914,-49.302856
DB0-m2_o17_o29_f0_nbo.sym.17_repeat,-85.51964,-48.649937
DB0-m2_o17_o29_f0_nbo.sym.2_repeat,-90.80711,-48.586887
DB0-m2_o17_o29_f0_nbo.sym.20_repeat,-92.008766,-48.888653
DB0-m2_o17_o29_f0_nbo.sym.24_repeat,-91.21202,-48.670456
DB0-m2_o17_o29_f0_nbo.sym.25_repeat,-94.90214,-39.939514
DB0-m2_o17_o29_f0_nbo.sym.30_repeat,-91.15174,-48.78163
DB0-m2_o17_o29_f0_nbo.sym.31_repeat,-90.74639,-48.723713
DB0-m2_o17_o29_f0_nbo.sym.44_repeat,-94.008606,-39.773026
DB0-m2_o17_o29_f0_nbo.sym.49_repeat,-95.481384,-45.47693
DB0-m2_o17_o29_f0_nbo.sym.56_repeat,-94.7607,-39.62646
DB0-m2_o17_o29_f0_nbo.sym.77_repeat,-84.31806,-49.694843
DB0-m2_o17_o29_f0_nbo.sym.78_repeat,-86.31748,-48.609997
DB0-m2_o17_o29_f0_nbo.sym.79_repeat,-84.69323,-49.407272
DB0-m2_o17_o29_f0_nbo.sym.8_repeat,-90.599174,-49.10562
DB0-m2_o17_o29_f0_nbo.sym.83_repeat,-93.826614,-38.71469
DB0-m2_o17_o29_f0_nbo.sym.9_repeat,-90.619354,-49.021202
DB0-m2_o17_o29_f0_nbo.sym.99_repeat,-94.52608,-39.442997
DB0-m2_o17_o32_jeb_repeat,-12.47248,52.84243
DB0-m2_o17_o32_tfz_repeat,-7.909236,57.58562
DB0-m2_o17_o59_tfz_repeat,-10.072589,59.227848
DB0-m2_o17_sod_repeat,-50.68101,-62.29426
DB0-m2_o18_bbl_repeat,-48.09614,-5.5307846
DB0-m2_o18_o32_moc_repeat,-12.296442,51.06924
DB0-m2_o18_o32_sto_repeat,-72.29454,-49.290405
DB0-m2_o18_o32_tfz_repeat,-7.9516625,57.58378
DB0-m2_o18_o59_moc_repeat,-12.081376,54.152405
DB0-m2_o18_o59_tfz_repeat,-10.182358,59.201447
DB0-m2_o19_o20_f0_nbo_repeat,-14.745068,20.725716
DB0-m2_o19_o22_f0_nbo.sym.10_repeat,23.511053,-40.865356
DB0-m2_o19_o22_f0_nbo.sym.11_repeat,22.009298,-40.36413
DB0-m2_o19_o22_f0_nbo.sym.12_repeat,23.304483,-40.83782
DB0-m2_o19_o22_f0_nbo.sym.13_repeat,21.771193,-41.8552
DB0-m2_o19_o22_f0_nbo.sym.14_repeat,21.954126,-39.803177
DB0-m2_o19_o22_f0_nbo.sym.15_repeat,22.052547,-39.68836
DB0-m2_o19_o22_f0_nbo.sym.16_repeat,22.064114,-39.65656
DB0-m2_o19_o22_f0_nbo.sym.19_repeat,22.023602,-39.441685
DB0-m2_o19_o22_f0_nbo.sym.2_repeat,21.768446,-40.558784
DB0-m2_o19_o22_f0_nbo.sym.20_repeat,20.807873,-24.889473
DB0-m2_o19_o22_f0_nbo.sym.21_repeat,21.935383,-40.345394
DB0-m2_o19_o22_f0_nbo.sym.22_repeat,24.01215,-40.9401
DB0-m2_o19_o22_f0_nbo.sym.23_repeat,22.811535,-42.905594
DB0-m2_o19_o22_f0_nbo.sym.24_repeat,22.355581,-42.253647
DB0-m2_o19_o22_f0_nbo.sym.25_repeat,22.299593,-42.251072
DB0-m2_o19_o22_f0_nbo.sym.27_repeat,15.602496,-53.63773
DB0-m2_o19_o22_f0_nbo.sym.28_repeat,15.746851,-53.374146
DB0-m2_o19_o22_f0_nbo.sym.29_repeat,15.757101,-53.34248
DB0-m2_o19_o22_f0_nbo.sym.3_repeat,21.783262,-40.862503
DB0-m2_o19_o22_f0_nbo.sym.30_repeat,20.485708,-43.757774
DB0-m2_o19_o22_f0_nbo.sym.31_repeat,22.556545,-41.833508
DB0-m2_o19_o22_f0_nbo.sym.32_repeat,22.780302,-41.075836
DB0-m2_o19_o22_f0_nbo.sym.34_repeat,22.118443,-40.58451
DB0-m2_o19_o22_f0_nbo.sym.35_repeat,20.18893,-43.47596
