filename,tsne_dim1,tsne_dim2
DB0-m2_o5_o25_f0_nbo.sym.14_repeat,18.942455,-2.913919
DB0-m2_o5_o25_f0_nbo.sym.142_repeat,17.504227,-7.350799
DB0-m2_o5_o25_f0_nbo.sym.15_repeat,15.087626,-11.100312
DB0-m2_o5_o25_f0_nbo.sym.16_repeat,17.733448,-5.325078
DB0-m2_o5_o25_f0_nbo.sym.17_repeat,15.029129,-11.251644
DB0-m2_o5_o25_f0_nbo.sym.18_repeat,17.806435,-3.7018478
DB0-m2_o5_o25_f0_nbo.sym.19_repeat,16.793139,-6.13315
DB0-m2_o5_o25_f0_nbo.sym.2_repeat,18.872515,-5.4100113
DB0-m2_o5_o25_f0_nbo.sym.20_repeat,17.182512,-5.8143682
DB0-m2_o5_o25_f0_nbo.sym.21_repeat,18.601652,-1.5828449
DB0-m2_o5_o25_f0_nbo.sym.22_repeat,18.589546,-1.4685248
DB0-m2_o5_o25_f0_nbo.sym.23_repeat,18.580482,-2.3750515
DB0-m2_o5_o25_f0_nbo.sym.24_repeat,20.005411,-0.5882844
DB0-m2_o5_o25_f0_nbo.sym.25_repeat,19.826113,-0.7626616
DB0-m2_o5_o25_f0_nbo.sym.26_repeat,20.040518,-0.46865037
DB0-m2_o5_o25_f0_nbo.sym.27_repeat,20.290257,-4.114253
DB0-m2_o5_o25_f0_nbo.sym.28_repeat,20.114855,-4.076987
DB0-m2_o5_o25_f0_nbo.sym.29_repeat,18.567791,-2.6058102
DB0-m2_o5_o25_f0_nbo.sym.3_repeat,18.544455,-2.782506
DB0-m2_o5_o25_f0_nbo.sym.30_repeat,18.69206,-2.9382625
DB0-m2_o5_o25_f0_nbo.sym.31_repeat,19.17344,-3.884979
DB0-m2_o5_o25_f0_nbo.sym.32_repeat,17.400927,-7.487425
DB0-m2_o5_o25_f0_nbo.sym.33_repeat,17.405224,-6.8033504
DB0-m2_o5_o25_f0_nbo.sym.34_repeat,11.523665,-59.021057
DB0-m2_o5_o25_f0_nbo.sym.35_repeat,18.49635,-3.9079192
DB0-m2_o5_o25_f0_nbo.sym.36_repeat,19.27875,-6.0241623
DB0-m2_o5_o25_f0_nbo.sym.37_repeat,18.445248,-3.0643718
DB0-m2_o5_o25_f0_nbo.sym.38_repeat,19.976381,-4.547837
DB0-m2_o5_o25_f0_nbo.sym.39_repeat,18.546036,-2.7485046
DB0-m2_o5_o25_f0_nbo.sym.4_repeat,11.098602,-64.104294
DB0-m2_o5_o25_f0_nbo.sym.41_repeat,16.514927,-9.584907
DB0-m2_o5_o25_f0_nbo.sym.42_repeat,16.278975,-10.035799
DB0-m2_o5_o25_f0_nbo.sym.43_repeat,16.280388,-9.934134
DB0-m2_o5_o25_f0_nbo.sym.44_repeat,17.946785,-7.256072
DB0-m2_o5_o25_f0_nbo.sym.45_repeat,18.262691,-4.357687
DB0-m2_o5_o25_f0_nbo.sym.46_repeat,17.8113,-5.4829245
DB0-m2_o5_o25_f0_nbo.sym.47_repeat,15.03194,-11.447665
DB0-m2_o5_o25_f0_nbo.sym.49_repeat,11.17748,-63.973328
DB0-m2_o5_o25_f0_nbo.sym.5_repeat,16.268478,-8.082854
DB0-m2_o5_o25_f0_nbo.sym.50_repeat,17.682495,-4.1755958
DB0-m2_o5_o25_f0_nbo.sym.51_repeat,11.501724,-59.694923
DB0-m2_o5_o25_f0_nbo.sym.52_repeat,10.7770605,-64.34173
DB0-m2_o5_o25_f0_nbo.sym.53_repeat,10.771479,-64.22172
DB0-m2_o5_o25_f0_nbo.sym.54_repeat,16.140326,-7.1611085
DB0-m2_o5_o25_f0_nbo.sym.55_repeat,18.94029,-10.516221
DB0-m2_o5_o25_f0_nbo.sym.56_repeat,17.631878,-4.92919
DB0-m2_o5_o25_f0_nbo.sym.58_repeat,16.322342,-8.985386
DB0-m2_o5_o25_f0_nbo.sym.60_repeat,16.495945,-7.824836
DB0-m2_o5_o25_f0_nbo.sym.61_repeat,18.387995,-1.7075698
DB0-m2_o5_o25_f0_nbo.sym.62_repeat,17.9469,-0.68378377
DB0-m2_o5_o25_f0_nbo.sym.64_repeat,18.478344,-2.1990764
DB0-m2_o5_o25_f0_nbo.sym.65_repeat,16.4393,-7.870238
DB0-m2_o5_o25_f0_nbo.sym.67_repeat,15.07756,-12.439471
DB0-m2_o5_o25_f0_nbo.sym.68_repeat,14.803276,-12.401974
DB0-m2_o5_o25_f0_nbo.sym.69_repeat,14.967039,-12.440361
DB0-m2_o5_o25_f0_nbo.sym.7_repeat,20.369032,-1.3804572
DB0-m2_o5_o25_f0_nbo.sym.70_repeat,14.609877,-11.582326
DB0-m2_o5_o25_f0_nbo.sym.72_repeat,14.863444,-12.827154
DB0-m2_o5_o25_f0_nbo.sym.73_repeat,17.38073,-4.7409825
DB0-m2_o5_o25_f0_nbo.sym.74_repeat,14.844062,-12.795472
DB0-m2_o5_o25_f0_nbo.sym.75_repeat,11.53816,-59.95407
DB0-m2_o5_o25_f0_nbo.sym.76_repeat,16.386024,-7.8049374
DB0-m2_o5_o25_f0_nbo.sym.8_repeat,18.871645,-2.1536424
DB0-m2_o5_o25_f0_nbo.sym.82_repeat,18.25655,-4.293802
DB0-m2_o5_o25_f0_nbo.sym.83_repeat,17.727333,-7.2397184
DB0-m2_o5_o25_f0_nbo.sym.84_repeat,17.688835,-7.284488
DB0-m2_o5_o25_f0_nbo.sym.85_repeat,17.629187,-7.6756315
DB0-m2_o5_o25_f0_nbo.sym.86_repeat,11.011114,-64.208984
DB0-m2_o5_o25_f0_nbo.sym.87_repeat,16.201206,-8.139299
DB0-m2_o5_o25_f0_nbo.sym.88_repeat,16.56168,-6.5335383
DB0-m2_o5_o25_f0_nbo.sym.89_repeat,16.330816,-8.022747
DB0-m2_o5_o25_f0_nbo.sym.90_repeat,-1.2665225,9.137723
DB0-m2_o5_o25_f0_nbo.sym.92_repeat,9.99809,-70.06227
DB0-m2_o5_o25_f0_nbo.sym.93_repeat,15.871078,-7.9011383
DB0-m2_o5_o25_f0_nbo.sym.95_repeat,16.30863,-6.9865575
DB0-m2_o5_o25_f0_nbo.sym.96_repeat,17.986284,-4.674503
DB0-m2_o5_o25_f0_nbo.sym.97_repeat,15.268732,-10.385099
DB0-m2_o5_o25_f0_nbo.sym.98_repeat,18.342426,-4.717806
DB0-m2_o5_o25_f0_nbo.sym.99_repeat,18.83916,-5.7032084
DB0-m2_o5_o25_f0_nbo_repeat,18.493673,-2.49432
DB0-m2_o5_o27_f0_nbo.sym.1_repeat,10.017108,-18.68707
DB0-m2_o5_o27_f0_nbo.sym.10_repeat,10.17014,-19.698864
DB0-m2_o5_o27_f0_nbo.sym.11_repeat,-14.178738,-53.022118
DB0-m2_o5_o27_f0_nbo.sym.12_repeat,5.7608194,-19.133383
DB0-m2_o5_o27_f0_nbo.sym.13_repeat,5.723656,-19.038626
DB0-m2_o5_o27_f0_nbo.sym.14_repeat,-14.877537,-51.232727
DB0-m2_o5_o27_f0_nbo.sym.16_repeat,11.290683,-11.23913
DB0-m2_o5_o27_f0_nbo.sym.19_repeat,10.1441,-19.86091
DB0-m2_o5_o27_f0_nbo.sym.2_repeat,8.00701,-19.147207
DB0-m2_o5_o27_f0_nbo.sym.20_repeat,10.190121,-19.807087
DB0-m2_o5_o27_f0_nbo.sym.21_repeat,9.068405,-19.018805
DB0-m2_o5_o27_f0_nbo.sym.22_repeat,-17.491966,-59.016125
DB0-m2_o5_o27_f0_nbo.sym.23_repeat,8.641412,-22.778797
DB0-m2_o5_o27_f0_nbo.sym.24_repeat,8.06703,-19.317785
DB0-m2_o5_o27_f0_nbo.sym.25_repeat,9.943474,-21.12171
DB0-m2_o5_o27_f0_nbo.sym.26_repeat,9.945844,-19.77269
DB0-m2_o5_o27_f0_nbo.sym.27_repeat,-19.736624,-57.668316
DB0-m2_o5_o27_f0_nbo.sym.28_repeat,-19.787447,-57.6512
DB0-m2_o5_o27_f0_nbo.sym.29_repeat,7.3962674,-19.493864
DB0-m2_o5_o27_f0_nbo.sym.3_repeat,8.571075,-18.827768
DB0-m2_o5_o27_f0_nbo.sym.30_repeat,7.5044155,-19.375114
DB0-m2_o5_o27_f0_nbo.sym.31_repeat,7.5941796,-23.151306
DB0-m2_o5_o27_f0_nbo.sym.32_repeat,5.0823197,-19.358282
DB0-m2_o5_o27_f0_nbo.sym.33_repeat,-20.379324,-56.310684
DB0-m2_o5_o27_f0_nbo.sym.34_repeat,-22.025711,-57.235806
DB0-m2_o5_o27_f0_nbo.sym.35_repeat,-7.5685406,-13.698894
DB0-m2_o5_o27_f0_nbo.sym.36_repeat,-19.81081,-57.511505
DB0-m2_o5_o27_f0_nbo.sym.37_repeat,5.089849,-19.137674
DB0-m2_o5_o27_f0_nbo.sym.38_repeat,-14.201767,-54.53802
DB0-m2_o5_o27_f0_nbo.sym.39_repeat,-14.909642,-53.504406
DB0-m2_o5_o27_f0_nbo.sym.4_repeat,-19.636543,-57.532024
DB0-m2_o5_o27_f0_nbo.sym.40_repeat,5.5621037,-18.956783
DB0-m2_o5_o27_f0_nbo.sym.41_repeat,-14.758388,-51.410862
DB0-m2_o5_o27_f0_nbo.sym.42_repeat,-14.72962,-52.479004
DB0-m2_o5_o27_f0_nbo.sym.43_repeat,-20.782,-57.957817
DB0-m2_o5_o27_f0_nbo.sym.45_repeat,7.1951323,-19.641193
DB0-m2_o5_o27_f0_nbo.sym.46_repeat,7.507286,-23.170969
DB0-m2_o5_o27_f0_nbo.sym.47_repeat,5.1350913,-73.85827
DB0-m2_o5_o27_f0_nbo.sym.48_repeat,-20.224392,-56.646812
DB0-m2_o5_o27_f0_nbo.sym.5_repeat,5.1158385,-73.869316
DB0-m2_o5_o27_f0_nbo.sym.50_repeat,-7.596475,7.0682883
DB0-m2_o5_o27_f0_nbo.sym.52_repeat,5.259168,-73.839714
DB0-m2_o5_o27_f0_nbo.sym.54_repeat,4.831314,-21.403528
DB0-m2_o5_o27_f0_nbo.sym.55_repeat,8.265365,-18.8806
DB0-m2_o5_o27_f0_nbo.sym.56_repeat,8.046122,-19.011969
DB0-m2_o5_o27_f0_nbo.sym.58_repeat,12.366076,-16.797596
DB0-m2_o5_o27_f0_nbo.sym.59_repeat,-20.034115,-57.593246
DB0-m2_o5_o27_f0_nbo.sym.60_repeat,-20.58988,-55.894997
DB0-m2_o5_o27_f0_nbo.sym.61_repeat,-13.067748,-56.240273
DB0-m2_o5_o27_f0_nbo.sym.62_repeat,-15.473267,-51.251072
DB0-m2_o5_o27_f0_nbo.sym.63_repeat,10.000241,-20.919718
DB0-m2_o5_o27_f0_nbo.sym.64_repeat,-20.208992,-56.38087
DB0-m2_o5_o27_f0_nbo.sym.65_repeat,-21.328583,-57.186638
DB0-m2_o5_o27_f0_nbo.sym.66_repeat,5.2551556,-73.93909
DB0-m2_o5_o27_f0_nbo.sym.67_repeat,3.6285548,-21.783695
DB0-m2_o5_o27_f0_nbo.sym.68_repeat,3.06144,-21.268557
DB0-m2_o5_o27_f0_nbo.sym.69_repeat,2.955829,-73.72466
DB0-m2_o5_o27_f0_nbo.sym.7_repeat,19.964956,-20.522116
DB0-m2_o5_o27_f0_nbo.sym.70_repeat,-14.646268,-52.3817
DB0-m2_o5_o27_f0_nbo.sym.71_repeat,6.38225,-19.194977
DB0-m2_o5_o27_f0_nbo.sym.72_repeat,6.7491226,-19.36178
DB0-m2_o5_o27_f0_nbo.sym.74_repeat,4.920616,-18.579817
DB0-m2_o5_o27_f0_nbo.sym.75_repeat,5.0643873,-18.71761
DB0-m2_o5_o27_f0_nbo.sym.77_repeat,8.728473,-22.714424
DB0-m2_o5_o27_f0_nbo.sym.8_repeat,8.222824,-18.930096
DB0-m2_o5_o27_f0_nbo.sym.9_repeat,5.2419963,-21.723848
DB0-m2_o5_o28_f0_nbo.sym.1_repeat,-64.192474,42.760265
DB0-m2_o5_o28_f0_nbo.sym.10_repeat,-64.12872,42.82676
DB0-m2_o5_o28_f0_nbo.sym.11_repeat,-64.028755,42.926792
DB0-m2_o5_o28_f0_nbo.sym.12_repeat,-63.14599,44.8394
DB0-m2_o5_o28_f0_nbo.sym.13_repeat,-63.14831,44.78469
DB0-m2_o5_o28_f0_nbo.sym.14_repeat,-62.87204,44.85532
DB0-m2_o5_o28_f0_nbo.sym.15_repeat,-76.517166,53.212555
DB0-m2_o5_o28_f0_nbo.sym.16_repeat,-64.36511,42.509293
DB0-m2_o5_o28_f0_nbo.sym.17_repeat,-64.3755,42.50717
DB0-m2_o5_o28_f0_nbo.sym.19_repeat,-26.554123,18.293139
DB0-m2_o5_o28_f0_nbo.sym.2_repeat,-63.825268,43.284218
DB0-m2_o5_o28_f0_nbo.sym.21_repeat,-62.975166,42.57661
DB0-m2_o5_o28_f0_nbo.sym.22_repeat,-63.92829,43.130787
DB0-m2_o5_o28_f0_nbo.sym.23_repeat,-76.721115,56.928604
DB0-m2_o5_o28_f0_nbo.sym.25_repeat,-63.468777,43.654354
DB0-m2_o5_o28_f0_nbo.sym.26_repeat,-63.04998,42.7943
DB0-m2_o5_o28_f0_nbo.sym.27_repeat,-63.362896,43.014057
DB0-m2_o5_o28_f0_nbo.sym.28_repeat,-76.616714,57.613667
DB0-m2_o5_o28_f0_nbo.sym.29_repeat,-63.217575,43.875984
DB0-m2_o5_o28_f0_nbo.sym.3_repeat,-63.794556,43.38364
DB0-m2_o5_o28_f0_nbo.sym.30_repeat,-63.246433,43.874596
DB0-m2_o5_o28_f0_nbo.sym.33_repeat,-76.76102,57.50598
DB0-m2_o5_o28_f0_nbo.sym.34_repeat,-76.88463,57.320164
DB0-m2_o5_o28_f0_nbo.sym.35_repeat,-66.490685,40.812317
DB0-m2_o5_o28_f0_nbo.sym.37_repeat,-77.40815,56.977306
DB0-m2_o5_o28_f0_nbo.sym.38_repeat,-76.431206,53.298725
DB0-m2_o5_o28_f0_nbo.sym.39_repeat,-63.152863,45.187897
DB0-m2_o5_o28_f0_nbo.sym.4_repeat,-77.39714,56.973976
DB0-m2_o5_o28_f0_nbo.sym.40_repeat,-63.04205,44.936066
DB0-m2_o5_o28_f0_nbo.sym.41_repeat,-63.007618,45.05895
DB0-m2_o5_o28_f0_nbo.sym.42_repeat,-76.50509,53.2665
DB0-m2_o5_o28_f0_nbo.sym.46_repeat,-63.21655,43.923275
DB0-m2_o5_o28_f0_nbo.sym.47_repeat,-77.10527,56.566547
DB0-m2_o5_o28_f0_nbo.sym.51_repeat,-77.961006,57.12557
DB0-m2_o5_o28_f0_nbo.sym.52_repeat,-78.05382,57.26223
DB0-m2_o5_o28_f0_nbo.sym.54_repeat,-77.74641,57.06174
DB0-m2_o5_o28_f0_nbo.sym.56_repeat,-63.13223,44.672604
DB0-m2_o5_o28_f0_nbo.sym.57_repeat,-63.06439,44.21082
DB0-m2_o5_o28_f0_nbo.sym.58_repeat,-64.48184,43.687508
DB0-m2_o5_o28_f0_nbo.sym.59_repeat,-53.90585,10.1714735
DB0-m2_o5_o28_f0_nbo.sym.6_repeat,-33.86917,11.272391
DB0-m2_o5_o28_f0_nbo.sym.60_repeat,-76.62305,57.599945
DB0-m2_o5_o28_f0_nbo.sym.61_repeat,-78.058754,57.32708
DB0-m2_o5_o28_f0_nbo.sym.62_repeat,-76.339584,53.347404
DB0-m2_o5_o28_f0_nbo.sym.63_repeat,-63.96382,42.962643
DB0-m2_o5_o28_f0_nbo.sym.64_repeat,-64.02707,42.90192
DB0-m2_o5_o28_f0_nbo.sym.65_repeat,-77.76969,57.04901
DB0-m2_o5_o28_f0_nbo.sym.66_repeat,-77.91131,57.880093
DB0-m2_o5_o28_f0_nbo.sym.67_repeat,-76.96116,57.29089
DB0-m2_o5_o28_f0_nbo.sym.69_repeat,-76.547,57.7211
DB0-m2_o5_o28_f0_nbo.sym.7_repeat,-62.95918,44.717426
DB0-m2_o5_o28_f0_nbo.sym.71_repeat,-62.77166,44.152157
DB0-m2_o5_o28_f0_nbo.sym.72_repeat,-64.76657,42.505043
DB0-m2_o5_o28_f0_nbo.sym.73_repeat,-65.237404,42.353542
DB0-m2_o5_o28_f0_nbo.sym.74_repeat,-64.70253,42.52793
DB0-m2_o5_o28_f0_nbo.sym.75_repeat,-63.669655,43.31388
DB0-m2_o5_o28_f0_nbo.sym.76_repeat,-62.6899,44.749134
DB0-m2_o5_o28_f0_nbo.sym.8_repeat,-62.962887,44.184196
DB0-m2_o5_o6_f0_nbo.sym.10_repeat,21.32408,-5.646409
DB0-m2_o5_o6_f0_nbo.sym.11_repeat,18.271648,-8.045697
DB0-m2_o5_o6_f0_nbo.sym.12_repeat,20.240566,-5.902329
DB0-m2_o5_o6_f0_nbo.sym.13_repeat,21.228651,-5.6812644
DB0-m2_o5_o6_f0_nbo.sym.14_repeat,19.043226,-7.192415
DB0-m2_o5_o6_f0_nbo.sym.15_repeat,11.433668,-59.531963
DB0-m2_o5_o6_f0_nbo.sym.16_repeat,19.621717,-31.579187
DB0-m2_o5_o6_f0_nbo.sym.17_repeat,11.439133,-59.542793
DB0-m2_o5_o6_f0_nbo.sym.18_repeat,12.949596,-19.665232
DB0-m2_o5_o6_f0_nbo.sym.19_repeat,14.345567,-13.29769
DB0-m2_o5_o6_f0_nbo.sym.2_repeat,20.798069,-5.849593
DB0-m2_o5_o6_f0_nbo.sym.20_repeat,15.095267,-9.995426
DB0-m2_o5_o6_f0_nbo.sym.21_repeat,11.499916,-59.593307
DB0-m2_o5_o6_f0_nbo.sym.23_repeat,18.831451,-7.2364135
DB0-m2_o5_o6_f0_nbo.sym.24_repeat,19.430067,-31.124212
DB0-m2_o5_o6_f0_nbo.sym.25_repeat,-0.07315065,7.1095862
DB0-m2_o5_o6_f0_nbo.sym.26_repeat,19.271843,-32.181423
DB0-m2_o5_o6_f0_nbo.sym.27_repeat,19.580175,-31.582645
DB0-m2_o5_o6_f0_nbo.sym.28_repeat,20.060255,-5.792022
DB0-m2_o5_o6_f0_nbo.sym.29_repeat,15.676476,-1.8872645
DB0-m2_o5_o6_f0_nbo.sym.3_repeat,19.37913,-31.000814
DB0-m2_o5_o6_f0_nbo.sym.30_repeat,19.718538,-31.752811
DB0-m2_o5_o6_f0_nbo.sym.31_repeat,15.638424,-12.970956
DB0-m2_o5_o6_f0_nbo.sym.32_repeat,21.487368,-5.681912
DB0-m2_o5_o6_f0_nbo.sym.33_repeat,19.596708,-31.521866
DB0-m2_o5_o6_f0_nbo.sym.34_repeat,11.457882,-59.573277
DB0-m2_o5_o6_f0_nbo.sym.36_repeat,17.985273,-7.4122725
DB0-m2_o5_o6_f0_nbo.sym.39_repeat,20.63026,-5.792565
DB0-m2_o5_o6_f0_nbo.sym.4_repeat,20.509987,-20.495869
DB0-m2_o5_o6_f0_nbo.sym.5_repeat,19.730595,-5.474837
DB0-m2_o5_o6_f0_nbo.sym.6_repeat,21.577784,-5.567665
DB0-m2_o5_o6_f0_nbo.sym.7_repeat,22.037704,-5.7851872
DB0-m2_o5_o6_f0_nbo.sym.8_repeat,20.195726,-0.22020419
DB0-m2_o5_o6_f0_nbo.sym.9_repeat,21.403883,-5.5986342
DB0-m2_o5_o6_f0_nbo_repeat,21.769642,-4.955351
DB0-m2_o5_o7_f0_nbo.sym.1_repeat,10.25429,-18.750065
DB0-m2_o5_o7_f0_nbo.sym.10_repeat,5.314253,-20.007238
DB0-m2_o5_o7_f0_nbo.sym.11_repeat,-14.880043,-51.154957
DB0-m2_o5_o7_f0_nbo.sym.12_repeat,12.952601,-19.966486
DB0-m2_o5_o7_f0_nbo.sym.13_repeat,-4.4996104,8.782185
DB0-m2_o5_o7_f0_nbo.sym.14_repeat,11.315638,-11.233449
DB0-m2_o5_o7_f0_nbo.sym.15_repeat,10.020866,-21.30352
DB0-m2_o5_o7_f0_nbo.sym.16_repeat,10.237921,-19.779718
DB0-m2_o5_o7_f0_nbo.sym.17_repeat,8.605899,-19.233635
DB0-m2_o5_o7_f0_nbo.sym.18_repeat,9.287267,-18.823614
DB0-m2_o5_o7_f0_nbo.sym.19_repeat,-17.46058,-59.03962
DB0-m2_o5_o7_f0_nbo.sym.2_repeat,8.792068,-18.662556
DB0-m2_o5_o7_f0_nbo.sym.20_repeat,8.668724,-22.808218
DB0-m2_o5_o7_f0_nbo.sym.21_repeat,8.254467,-19.398033
DB0-m2_o5_o7_f0_nbo.sym.22_repeat,9.425446,-22.130468
DB0-m2_o5_o7_f0_nbo.sym.23_repeat,10.124323,-19.606012
DB0-m2_o5_o7_f0_nbo.sym.25_repeat,-19.697033,-57.746735
DB0-m2_o5_o7_f0_nbo.sym.26_repeat,7.4220734,-20.0329
DB0-m2_o5_o7_f0_nbo.sym.27_repeat,5.0248585,-19.945803
DB0-m2_o5_o7_f0_nbo.sym.28_repeat,4.912623,-19.9765
DB0-m2_o5_o7_f0_nbo.sym.29_repeat,-21.863415,-57.328346
DB0-m2_o5_o7_f0_nbo.sym.3_repeat,20.782276,-21.028105
DB0-m2_o5_o7_f0_nbo.sym.30_repeat,-22.048481,-57.304413
DB0-m2_o5_o7_f0_nbo.sym.32_repeat,4.527119,-20.085806
DB0-m2_o5_o7_f0_nbo.sym.33_repeat,5.171423,-19.612926
DB0-m2_o5_o7_f0_nbo.sym.35_repeat,-14.648535,-51.331585
DB0-m2_o5_o7_f0_nbo.sym.36_repeat,-20.895155,-58.01356
DB0-m2_o5_o7_f0_nbo.sym.37_repeat,7.272041,-19.397345
DB0-m2_o5_o7_f0_nbo.sym.38_repeat,-20.210096,-56.52634
DB0-m2_o5_o7_f0_nbo.sym.39_repeat,-2.7020562,10.966921
DB0-m2_o5_o7_f0_nbo.sym.4_repeat,20.093912,-20.54818
DB0-m2_o5_o7_f0_nbo.sym.40_repeat,-7.514165,6.9964304
DB0-m2_o5_o7_f0_nbo.sym.41_repeat,8.200352,-50.22244
DB0-m2_o5_o7_f0_nbo.sym.42_repeat,4.8304276,-21.47793
DB0-m2_o5_o7_f0_nbo.sym.43_repeat,5.158155,-21.496613
DB0-m2_o5_o7_f0_nbo.sym.44_repeat,8.544849,-18.559368
DB0-m2_o5_o7_f0_nbo.sym.45_repeat,12.363807,-16.794582
DB0-m2_o5_o7_f0_nbo.sym.46_repeat,-19.971817,-57.642235
DB0-m2_o5_o7_f0_nbo.sym.47_repeat,-12.957001,-56.288013
DB0-m2_o5_o7_f0_nbo.sym.48_repeat,-15.490732,-51.196217
DB0-m2_o5_o7_f0_nbo.sym.49_repeat,10.020685,-21.01884
DB0-m2_o5_o7_f0_nbo.sym.5_repeat,8.255957,-18.952068
DB0-m2_o5_o7_f0_nbo.sym.50_repeat,10.132983,-19.38179
DB0-m2_o5_o7_f0_nbo.sym.51_repeat,-20.337156,-56.228912
DB0-m2_o5_o7_f0_nbo.sym.52_repeat,-21.967705,-57.29841
DB0-m2_o5_o7_f0_nbo.sym.53_repeat,3.0342886,-21.422686
DB0-m2_o5_o7_f0_nbo.sym.54_repeat,-14.212271,-52.689495
DB0-m2_o5_o7_f0_nbo.sym.55_repeat,6.8906403,-19.299488
DB0-m2_o5_o7_f0_nbo.sym.56_repeat,4.805528,-18.470083
DB0-m2_o5_o7_f0_nbo.sym.57_repeat,4.6099243,-18.377838
DB0-m2_o5_o7_f0_nbo.sym.58_repeat,9.47721,-16.010323
DB0-m2_o5_o7_f0_nbo.sym.59_repeat,8.998764,-15.041975
DB0-m2_o5_o7_f0_nbo.sym.6_repeat,10.228464,-19.309694
DB0-m2_o5_o7_f0_nbo.sym.60_repeat,8.7994375,-22.702587
DB0-m2_o5_o7_f0_nbo.sym.7_repeat,10.22655,-19.089521
DB0-m2_o5_o7_f0_nbo.sym.8_repeat,10.2764225,-19.186203
DB0-m2_o5_o7_f0_nbo.sym.9_repeat,5.5270514,-19.78318
DB0-m2_o5_o9_f0_nbo.sym.1_repeat,36.41968,-30.678198
DB0-m2_o5_o9_f0_nbo.sym.10_repeat,38.76224,-29.368546
DB0-m2_o5_o9_f0_nbo.sym.100_repeat,36.443634,-33.988716
DB0-m2_o5_o9_f0_nbo.sym.101_repeat,38.669273,-38.189514
DB0-m2_o5_o9_f0_nbo.sym.102_repeat,38.920017,-41.175865
DB0-m2_o5_o9_f0_nbo.sym.103_repeat,37.168945,-34.93012
DB0-m2_o5_o9_f0_nbo.sym.104_repeat,36.798054,-33.226707
DB0-m2_o5_o9_f0_nbo.sym.106_repeat,36.987843,-37.914673
DB0-m2_o5_o9_f0_nbo.sym.107_repeat,37.2009,-38.474262
DB0-m2_o5_o9_f0_nbo.sym.108_repeat,37.251568,-35.862953
DB0-m2_o5_o9_f0_nbo.sym.11_repeat,38.12357,-38.681698
DB0-m2_o5_o9_f0_nbo.sym.110_repeat,37.897778,-33.22266
DB0-m2_o5_o9_f0_nbo.sym.111_repeat,37.04079,-33.500233
DB0-m2_o5_o9_f0_nbo.sym.112_repeat,37.640965,-44.001083
DB0-m2_o5_o9_f0_nbo.sym.113_repeat,39.851086,-35.088547
DB0-m2_o5_o9_f0_nbo.sym.114_repeat,38.647575,-32.179222
DB0-m2_o5_o9_f0_nbo.sym.115_repeat,38.33395,-35.259754
DB0-m2_o5_o9_f0_nbo.sym.116_repeat,37.402054,-31.72777
DB0-m2_o5_o9_f0_nbo.sym.117_repeat,37.712803,-33.5732
DB0-m2_o5_o9_f0_nbo.sym.118_repeat,38.031403,-35.28749
DB0-m2_o5_o9_f0_nbo.sym.12_repeat,37.385105,-33.092625
DB0-m2_o5_o9_f0_nbo.sym.120_repeat,38.25613,-38.99351
DB0-m2_o5_o9_f0_nbo.sym.121_repeat,38.227375,-38.2233
DB0-m2_o5_o9_f0_nbo.sym.13_repeat,36.847244,-30.85968
DB0-m2_o5_o9_f0_nbo.sym.14_repeat,37.153656,-31.0858
DB0-m2_o5_o9_f0_nbo.sym.15_repeat,36.946613,-30.97462
DB0-m2_o5_o9_f0_nbo.sym.16_repeat,36.2383,-32.003708
DB0-m2_o5_o9_f0_nbo.sym.17_repeat,36.055267,-32.083836
DB0-m2_o5_o9_f0_nbo.sym.18_repeat,38.049194,-38.20855
DB0-m2_o5_o9_f0_nbo.sym.19_repeat,36.644318,-32.88441
DB0-m2_o5_o9_f0_nbo.sym.2_repeat,36.46949,-31.190655
DB0-m2_o5_o9_f0_nbo.sym.20_repeat,38.117363,-38.915813
DB0-m2_o5_o9_f0_nbo.sym.21_repeat,37.816154,-30.07242
DB0-m2_o5_o9_f0_nbo.sym.22_repeat,38.10586,-29.962831
DB0-m2_o5_o9_f0_nbo.sym.23_repeat,38.007328,-29.996475
DB0-m2_o5_o9_f0_nbo.sym.24_repeat,37.51496,-30.209642
DB0-m2_o5_o9_f0_nbo.sym.25_repeat,38.91124,-29.266558
DB0-m2_o5_o9_f0_nbo.sym.26_repeat,39.30873,-29.025146
DB0-m2_o5_o9_f0_nbo.sym.28_repeat,38.83167,-36.38441
DB0-m2_o5_o9_f0_nbo.sym.29_repeat,36.798794,-31.072807
DB0-m2_o5_o9_f0_nbo.sym.3_repeat,36.31479,-31.095722
DB0-m2_o5_o9_f0_nbo.sym.30_repeat,38.575253,-35.955437
DB0-m2_o5_o9_f0_nbo.sym.31_repeat,38.886845,-36.55328
DB0-m2_o5_o9_f0_nbo.sym.32_repeat,37.090153,-33.556423
DB0-m2_o5_o9_f0_nbo.sym.33_repeat,38.307865,-38.86668
DB0-m2_o5_o9_f0_nbo.sym.34_repeat,38.14656,-35.560246
DB0-m2_o5_o9_f0_nbo.sym.35_repeat,38.238808,-34.145557
DB0-m2_o5_o9_f0_nbo.sym.36_repeat,38.835407,-32.99633
DB0-m2_o5_o9_f0_nbo.sym.37_repeat,38.926544,-34.79518
DB0-m2_o5_o9_f0_nbo.sym.38_repeat,37.71903,-32.073753
DB0-m2_o5_o9_f0_nbo.sym.39_repeat,38.57745,-38.100216
